,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode,Pername
1635,IR.MN,16,دختر,شهر,11573,10409,1164,1390,2,02,مازندران
1636,IR.QM,16,دختر,شهر,8897,6889,2008,1390,25,25,قم
1637,IR.QZ,16,دختر,شهر,7006,5487,1519,1390,26,26,قزوین
1638,IR.SB,16,دختر,شهر,12571,7527,5044,1390,11,11,سیستان و بلوچستان
1639,IR.SM,16,دختر,شهر,3440,2972,468,1390,20,20,سمنان
1640,IR.TH,16,دختر,شهر,73736,62806,10930,1390,23,23,تهران
1641,IR.WA,16,دختر,شهر,16317,12040,4277,1390,4,04,آذربایجان غربی
1642,IR.YA,16,دختر,شهر,6289,5242,1047,1390,21,21,یزد
1643,IR.ZA,16,دختر,شهر,4997,4298,699,1390,19,19,زنجان
1644,IR.AL,17,دختر,شهر,16344,11564,4780,1390,30,30,البرز
1645,IR.AR,17,دختر,شهر,7286,4940,2346,1390,24,24,اردبیل
1646,IR.BK,17,دختر,شهر,12944,8681,4263,1390,5,05,کرمانشاه
1647,IR.BS,17,دختر,شهر,5545,3879,1666,1390,18,18,بوشهر
1648,IR.CM,17,دختر,شهر,4572,3471,1101,1390,14,14,چهارمحال و بختیاری
1649,IR.EA,17,دختر,شهر,19517,13176,6341,1390,3,03,آذربایجان شرقی
1650,IR.ES,17,دختر,شهر,30905,22787,8118,1390,10,10,اصفهان
1651,IR.FA,17,دختر,شهر,25687,19391,6296,1390,7,07,فارس
1652,IR.GI,17,دختر,شهر,11627,8802,2825,1390,1,01,گیلان
1653,IR.GO,17,دختر,شهر,7981,5578,2403,1390,27,27,گلستان
1654,IR.HD,17,دختر,شهر,8883,6058,2825,1390,13,13,همدان
1655,IR.HG,17,دختر,شهر,7190,4858,2332,1390,22,22,هرمزگان
1656,IR.IL,17,دختر,شهر,3410,2649,761,1390,16,16,ایلام
1657,IR.KB,17,دختر,شهر,3934,3088,846,1390,17,17,کهگیلویه و بویراحمد
1658,IR.KD,17,دختر,شهر,9695,5846,3849,1390,12,12,کردستان
1659,IR.KE,17,دختر,شهر,15746,11655,4091,1390,8,08,کرمان
1660,IR.KJ,17,دختر,شهر,3739,2895,844,1390,29,29,خراسان جنوبی
1661,IR.KS,17,دختر,شهر,4644,3481,1163,1390,28,28,خراسان شمالی
1662,IR.KV,17,دختر,شهر,37197,23449,13748,1390,9,09,خراسان رضوی
1663,IR.KZ,17,دختر,شهر,30656,19843,10813,1390,6,06,خوزستان
1664,IR.LO,17,دختر,شهر,10447,7220,3227,1390,15,15,لرستان
1665,IR.MK,17,دختر,شهر,8407,5899,2508,1390,0,00,مرکزی
1666,IR.MN,17,دختر,شهر,12552,9891,2661,1390,2,02,مازندران
1667,IR.QM,17,دختر,شهر,9427,5887,3540,1390,25,25,قم
1668,IR.QZ,17,دختر,شهر,7468,4850,2618,1390,26,26,قزوین
1669,IR.SB,17,دختر,شهر,13039,6524,6515,1390,11,11,سیستان و بلوچستان
1670,IR.SM,17,دختر,شهر,3594,2734,860,1390,20,20,سمنان
1671,IR.TH,17,دختر,شهر,78670,57030,21640,1390,23,23,تهران
1672,IR.WA,17,دختر,شهر,17574,10783,6791,1390,4,04,آذربایجان غربی
1673,IR.YA,17,دختر,شهر,6681,4765,1916,1390,21,21,یزد
1674,IR.ZA,17,دختر,شهر,5470,4030,1440,1390,19,19,زنجان
1675,IR.AL,18,دختر,شهر,17385,8595,8790,1390,30,30,البرز
1676,IR.AR,18,دختر,شهر,7861,3558,4303,1390,24,24,اردبیل
1677,IR.BK,18,دختر,شهر,13177,5577,7600,1390,5,05,کرمانشاه
1678,IR.BS,18,دختر,شهر,6030,2879,3151,1390,18,18,بوشهر
1679,IR.CM,18,دختر,شهر,4810,2637,2173,1390,14,14,چهارمحال و بختیاری
1680,IR.EA,18,دختر,شهر,20673,9995,10678,1390,3,03,آذربایجان شرقی
1681,IR.ES,18,دختر,شهر,33623,18861,14762,1390,10,10,اصفهان
1682,IR.FA,18,دختر,شهر,26889,13991,12898,1390,7,07,فارس
1683,IR.GI,18,دختر,شهر,12621,6790,5831,1390,1,01,گیلان
1684,IR.GO,18,دختر,شهر,8245,4053,4192,1390,27,27,گلستان
1685,IR.HD,18,دختر,شهر,9493,4547,4946,1390,13,13,همدان
1686,IR.HG,18,دختر,شهر,7369,3224,4145,1390,22,22,هرمزگان
1687,IR.IL,18,دختر,شهر,3587,1931,1656,1390,16,16,ایلام
1688,IR.KB,18,دختر,شهر,3876,2072,1804,1390,17,17,کهگیلویه و بویراحمد
1689,IR.KD,18,دختر,شهر,10027,4043,5984,1390,12,12,کردستان
1690,IR.KE,18,دختر,شهر,17219,9291,7928,1390,8,08,کرمان
1691,IR.KJ,18,دختر,شهر,3586,2123,1463,1390,29,29,خراسان جنوبی
1692,IR.KS,18,دختر,شهر,4491,2545,1946,1390,28,28,خراسان شمالی
1693,IR.KV,18,دختر,شهر,39062,17911,21151,1390,9,09,خراسان رضوی
1694,IR.KZ,18,دختر,شهر,33162,14648,18514,1390,6,06,خوزستان
1695,IR.LO,18,دختر,شهر,11008,4874,6134,1390,15,15,لرستان
1696,IR.MK,18,دختر,شهر,8992,4614,4378,1390,0,00,مرکزی
1697,IR.MN,18,دختر,شهر,13847,8830,5017,1390,2,02,مازندران
1698,IR.QM,18,دختر,شهر,9949,4753,5196,1390,25,25,قم
1699,IR.QZ,18,دختر,شهر,8030,3890,4140,1390,26,26,قزوین
1700,IR.SB,18,دختر,شهر,13675,4936,8739,1390,11,11,سیستان و بلوچستان
1701,IR.SM,18,دختر,شهر,4563,3028,1535,1390,20,20,سمنان
1702,IR.TH,18,دختر,شهر,85251,48037,37214,1390,23,23,تهران
1703,IR.WA,18,دختر,شهر,18619,8091,10528,1390,4,04,آذربایجان غربی
1704,IR.YA,18,دختر,شهر,7811,4769,3042,1390,21,21,یزد
1705,IR.ZA,18,دختر,شهر,5743,3087,2656,1390,19,19,زنجان
1706,IR.AL,19,دختر,شهر,18612,8772,9840,1390,30,30,البرز
1707,IR.AR,19,دختر,شهر,7968,3566,4402,1390,24,24,اردبیل
1708,IR.BK,19,دختر,شهر,14261,5914,8347,1390,5,05,کرمانشاه
1709,IR.BS,19,دختر,شهر,6539,3096,3443,1390,18,18,بوشهر
1710,IR.CM,19,دختر,شهر,5439,3013,2426,1390,14,14,چهارمحال و بختیاری
1711,IR.EA,19,دختر,شهر,21850,10671,11179,1390,3,03,آذربایجان شرقی
1712,IR.ES,19,دختر,شهر,36716,20531,16185,1390,10,10,اصفهان
1713,IR.FA,19,دختر,شهر,30631,16501,14130,1390,7,07,فارس
1714,IR.GI,19,دختر,شهر,13866,7731,6135,1390,1,01,گیلان
1715,IR.GO,19,دختر,شهر,8851,4558,4293,1390,27,27,گلستان
1716,IR.HD,19,دختر,شهر,11158,5728,5430,1390,13,13,همدان
1717,IR.HG,19,دختر,شهر,8307,3582,4725,1390,22,22,هرمزگان
1718,IR.IL,19,دختر,شهر,4228,2427,1801,1390,16,16,ایلام
1719,IR.KB,19,دختر,شهر,4090,2149,1941,1390,17,17,کهگیلویه و بویراحمد
1720,IR.KD,19,دختر,شهر,10451,4046,6405,1390,12,12,کردستان
1721,IR.KE,19,دختر,شهر,18184,10217,7967,1390,8,08,کرمان
1722,IR.KJ,19,دختر,شهر,3787,2342,1445,1390,29,29,خراسان جنوبی
1723,IR.KS,19,دختر,شهر,4533,2418,2115,1390,28,28,خراسان شمالی
1724,IR.KV,19,دختر,شهر,40661,17569,23092,1390,9,09,خراسان رضوی
1725,IR.KZ,19,دختر,شهر,35366,15667,19699,1390,6,06,خوزستان
1726,IR.LO,19,دختر,شهر,12032,5340,6692,1390,15,15,لرستان
1727,IR.MK,19,دختر,شهر,10072,5272,4800,1390,0,00,مرکزی
1728,IR.MN,19,دختر,شهر,15382,10040,5342,1390,2,02,مازندران
1729,IR.QM,19,دختر,شهر,10526,4573,5953,1390,25,25,قم
1730,IR.QZ,19,دختر,شهر,8558,4050,4508,1390,26,26,قزوین
1731,IR.SB,19,دختر,شهر,13915,4827,9088,1390,11,11,سیستان و بلوچستان
1732,IR.SM,19,دختر,شهر,5439,3761,1678,1390,20,20,سمنان
1733,IR.TH,19,دختر,شهر,90504,49485,41019,1390,23,23,تهران
1734,IR.WA,19,دختر,شهر,19570,8407,11163,1390,4,04,آذربایجان غربی
1735,IR.YA,19,دختر,شهر,8361,5159,3202,1390,21,21,یزد
1736,IR.ZA,19,دختر,شهر,6498,3511,2987,1390,19,19,زنجان
1737,IR.AL,6,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1738,IR.AR,6,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1739,IR.BK,6,پسر,غ?رساکن,34,13,21,1390,5,05,کرمانشاه
1740,IR.BS,6,پسر,غ?رساکن,19,13,6,1390,18,18,بوشهر
1741,IR.CM,6,پسر,غ?رساکن,9,2,7,1390,14,14,چهارمحال و بختیاری
1742,IR.EA,6,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1743,IR.ES,6,پسر,غ?رساکن,1,0,1,1390,10,10,اصفهان
1744,IR.FA,6,پسر,غ?رساکن,118,88,30,1390,7,07,فارس
1745,IR.GI,6,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1746,IR.GO,6,پسر,غ?رساکن,17,12,5,1390,27,27,گلستان
1747,IR.HD,6,پسر,غ?رساکن,14,1,13,1390,13,13,همدان
1748,IR.HG,6,پسر,غ?رساکن,16,5,11,1390,22,22,هرمزگان
1749,IR.IL,6,پسر,غ?رساکن,6,5,1,1390,16,16,ایلام
1750,IR.KB,6,پسر,غ?رساکن,10,5,5,1390,17,17,کهگیلویه و بویراحمد
1751,IR.KD,6,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1752,IR.KE,6,پسر,غ?رساکن,35,18,17,1390,8,08,کرمان
1753,IR.KJ,6,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
1754,IR.KS,6,پسر,غ?رساکن,28,19,9,1390,28,28,خراسان شمالی
1755,IR.KV,6,پسر,غ?رساکن,12,0,12,1390,9,09,خراسان رضوی
1756,IR.KZ,6,پسر,غ?رساکن,136,76,60,1390,6,06,خوزستان
1757,IR.LO,6,پسر,غ?رساکن,6,3,3,1390,15,15,لرستان
1758,IR.MK,6,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1759,IR.MN,6,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1760,IR.QM,6,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1761,IR.QZ,6,پسر,غ?رساکن,0,0,0,1390,26,26,قزوین
1762,IR.SB,6,پسر,غ?رساکن,57,12,45,1390,11,11,سیستان و بلوچستان
1763,IR.SM,6,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1764,IR.TH,6,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
1765,IR.WA,6,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1766,IR.YA,6,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
1767,IR.ZA,6,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1768,IR.AL,7,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1769,IR.AR,7,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1770,IR.BK,7,پسر,غ?رساکن,16,14,2,1390,5,05,کرمانشاه
1771,IR.BS,7,پسر,غ?رساکن,15,13,2,1390,18,18,بوشهر
1772,IR.CM,7,پسر,غ?رساکن,15,4,11,1390,14,14,چهارمحال و بختیاری
1773,IR.EA,7,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1774,IR.ES,7,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1775,IR.FA,7,پسر,غ?رساکن,150,133,17,1390,7,07,فارس
1776,IR.GI,7,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1777,IR.GO,7,پسر,غ?رساکن,5,5,0,1390,27,27,گلستان
1778,IR.HD,7,پسر,غ?رساکن,7,4,3,1390,13,13,همدان
1779,IR.HG,7,پسر,غ?رساکن,24,17,7,1390,22,22,هرمزگان
1780,IR.IL,7,پسر,غ?رساکن,14,12,2,1390,16,16,ایلام
1781,IR.KB,7,پسر,غ?رساکن,16,14,2,1390,17,17,کهگیلویه و بویراحمد
1782,IR.KD,7,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1783,IR.KE,7,پسر,غ?رساکن,54,47,7,1390,8,08,کرمان
1784,IR.KJ,7,پسر,غ?رساکن,1,0,1,1390,29,29,خراسان جنوبی
1785,IR.KS,7,پسر,غ?رساکن,17,17,0,1390,28,28,خراسان شمالی
1786,IR.KV,7,پسر,غ?رساکن,10,2,8,1390,9,09,خراسان رضوی
1787,IR.KZ,7,پسر,غ?رساکن,155,124,31,1390,6,06,خوزستان
1788,IR.LO,7,پسر,غ?رساکن,13,9,4,1390,15,15,لرستان
1789,IR.MK,7,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1790,IR.MN,7,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1791,IR.QM,7,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1792,IR.QZ,7,پسر,غ?رساکن,1,0,1,1390,26,26,قزوین
1793,IR.SB,7,پسر,غ?رساکن,39,19,20,1390,11,11,سیستان و بلوچستان
1794,IR.SM,7,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1795,IR.TH,7,پسر,غ?رساکن,1,0,1,1390,23,23,تهران
1796,IR.WA,7,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1797,IR.YA,7,پسر,غ?رساکن,1,0,1,1390,21,21,یزد
1798,IR.ZA,7,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1799,IR.AL,8,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1800,IR.AR,8,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1801,IR.BK,8,پسر,غ?رساکن,34,31,3,1390,5,05,کرمانشاه
1802,IR.BS,8,پسر,غ?رساکن,26,26,0,1390,18,18,بوشهر
1803,IR.CM,8,پسر,غ?رساکن,15,6,9,1390,14,14,چهارمحال و بختیاری
1804,IR.EA,8,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1805,IR.ES,8,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1806,IR.FA,8,پسر,غ?رساکن,134,126,8,1390,7,07,فارس
1807,IR.GI,8,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1808,IR.GO,8,پسر,غ?رساکن,8,7,1,1390,27,27,گلستان
1809,IR.HD,8,پسر,غ?رساکن,8,4,4,1390,13,13,همدان
1810,IR.HG,8,پسر,غ?رساکن,27,17,10,1390,22,22,هرمزگان
1811,IR.IL,8,پسر,غ?رساکن,11,11,0,1390,16,16,ایلام
1812,IR.KB,8,پسر,غ?رساکن,16,15,1,1390,17,17,کهگیلویه و بویراحمد
1813,IR.KD,8,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1814,IR.KE,8,پسر,غ?رساکن,58,46,12,1390,8,08,کرمان
1815,IR.KJ,8,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
1816,IR.KS,8,پسر,غ?رساکن,24,21,3,1390,28,28,خراسان شمالی
1817,IR.KV,8,پسر,غ?رساکن,13,2,11,1390,9,09,خراسان رضوی
1818,IR.KZ,8,پسر,غ?رساکن,137,117,20,1390,6,06,خوزستان
1819,IR.LO,8,پسر,غ?رساکن,3,3,0,1390,15,15,لرستان
1820,IR.MK,8,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1821,IR.MN,8,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1822,IR.QM,8,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1823,IR.QZ,8,پسر,غ?رساکن,1,1,0,1390,26,26,قزوین
1824,IR.SB,8,پسر,غ?رساکن,34,15,19,1390,11,11,سیستان و بلوچستان
1825,IR.SM,8,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1826,IR.TH,8,پسر,غ?رساکن,1,1,0,1390,23,23,تهران
1827,IR.WA,8,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1828,IR.YA,8,پسر,غ?رساکن,1,0,1,1390,21,21,یزد
1829,IR.ZA,8,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1830,IR.AL,9,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1831,IR.AR,9,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1832,IR.BK,9,پسر,غ?رساکن,24,17,7,1390,5,05,کرمانشاه
1833,IR.BS,9,پسر,غ?رساکن,25,24,1,1390,18,18,بوشهر
1834,IR.CM,9,پسر,غ?رساکن,18,13,5,1390,14,14,چهارمحال و بختیاری
1835,IR.EA,9,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1836,IR.ES,9,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1837,IR.FA,9,پسر,غ?رساکن,144,131,13,1390,7,07,فارس
1838,IR.GI,9,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1839,IR.GO,9,پسر,غ?رساکن,8,8,0,1390,27,27,گلستان
1840,IR.HD,9,پسر,غ?رساکن,14,5,9,1390,13,13,همدان
1841,IR.HG,9,پسر,غ?رساکن,36,30,6,1390,22,22,هرمزگان
1842,IR.IL,9,پسر,غ?رساکن,12,10,2,1390,16,16,ایلام
1843,IR.KB,9,پسر,غ?رساکن,4,4,0,1390,17,17,کهگیلویه و بویراحمد
1844,IR.KD,9,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1845,IR.KE,9,پسر,غ?رساکن,49,35,14,1390,8,08,کرمان
1846,IR.KJ,9,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
1847,IR.KS,9,پسر,غ?رساکن,18,18,0,1390,28,28,خراسان شمالی
1848,IR.KV,9,پسر,غ?رساکن,12,1,11,1390,9,09,خراسان رضوی
1849,IR.KZ,9,پسر,غ?رساکن,150,127,23,1390,6,06,خوزستان
1850,IR.LO,9,پسر,غ?رساکن,5,5,0,1390,15,15,لرستان
1851,IR.MK,9,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1852,IR.MN,9,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1853,IR.QM,9,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1854,IR.QZ,9,پسر,غ?رساکن,3,3,0,1390,26,26,قزوین
1855,IR.SB,9,پسر,غ?رساکن,35,12,23,1390,11,11,سیستان و بلوچستان
1856,IR.SM,9,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1857,IR.TH,9,پسر,غ?رساکن,1,1,0,1390,23,23,تهران
1858,IR.WA,9,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1859,IR.YA,9,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
1860,IR.ZA,9,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1861,IR.AL,10,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1862,IR.AR,10,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1863,IR.BK,10,پسر,غ?رساکن,25,21,4,1390,5,05,کرمانشاه
1864,IR.BS,10,پسر,غ?رساکن,29,26,3,1390,18,18,بوشهر
1865,IR.CM,10,پسر,غ?رساکن,15,5,10,1390,14,14,چهارمحال و بختیاری
1866,IR.EA,10,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1867,IR.ES,10,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1868,IR.FA,10,پسر,غ?رساکن,117,100,17,1390,7,07,فارس
1869,IR.GI,10,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1870,IR.GO,10,پسر,غ?رساکن,9,9,0,1390,27,27,گلستان
1871,IR.HD,10,پسر,غ?رساکن,7,4,3,1390,13,13,همدان
1872,IR.HG,10,پسر,غ?رساکن,36,20,16,1390,22,22,هرمزگان
1873,IR.IL,10,پسر,غ?رساکن,8,7,1,1390,16,16,ایلام
1874,IR.KB,10,پسر,غ?رساکن,9,9,0,1390,17,17,کهگیلویه و بویراحمد
1875,IR.KD,10,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1876,IR.KE,10,پسر,غ?رساکن,70,50,20,1390,8,08,کرمان
1877,IR.KJ,10,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
1878,IR.KS,10,پسر,غ?رساکن,27,27,0,1390,28,28,خراسان شمالی
1879,IR.KV,10,پسر,غ?رساکن,6,0,6,1390,9,09,خراسان رضوی
1880,IR.KZ,10,پسر,غ?رساکن,145,114,31,1390,6,06,خوزستان
1881,IR.LO,10,پسر,غ?رساکن,11,5,6,1390,15,15,لرستان
1882,IR.MK,10,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1883,IR.MN,10,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1884,IR.QM,10,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1885,IR.QZ,10,پسر,غ?رساکن,4,3,1,1390,26,26,قزوین
1886,IR.SB,10,پسر,غ?رساکن,43,19,24,1390,11,11,سیستان و بلوچستان
1887,IR.SM,10,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1888,IR.TH,10,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
1889,IR.WA,10,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1890,IR.YA,10,پسر,غ?رساکن,1,0,1,1390,21,21,یزد
1891,IR.ZA,10,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1892,IR.AL,11,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1893,IR.AR,11,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1894,IR.BK,11,پسر,غ?رساکن,26,22,4,1390,5,05,کرمانشاه
1895,IR.BS,11,پسر,غ?رساکن,30,24,6,1390,18,18,بوشهر
1896,IR.CM,11,پسر,غ?رساکن,7,2,5,1390,14,14,چهارمحال و بختیاری
1897,IR.EA,11,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1898,IR.ES,11,پسر,غ?رساکن,1,1,0,1390,10,10,اصفهان
1899,IR.FA,11,پسر,غ?رساکن,91,74,17,1390,7,07,فارس
1900,IR.GI,11,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1901,IR.GO,11,پسر,غ?رساکن,7,5,2,1390,27,27,گلستان
1902,IR.HD,11,پسر,غ?رساکن,15,9,6,1390,13,13,همدان
1903,IR.HG,11,پسر,غ?رساکن,28,14,14,1390,22,22,هرمزگان
1904,IR.IL,11,پسر,غ?رساکن,9,6,3,1390,16,16,ایلام
1905,IR.KB,11,پسر,غ?رساکن,5,5,0,1390,17,17,کهگیلویه و بویراحمد
1906,IR.KD,11,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1907,IR.KE,11,پسر,غ?رساکن,63,48,15,1390,8,08,کرمان
1908,IR.KJ,11,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
1909,IR.KS,11,پسر,غ?رساکن,18,14,4,1390,28,28,خراسان شمالی
1910,IR.KV,11,پسر,غ?رساکن,6,1,5,1390,9,09,خراسان رضوی
1911,IR.KZ,11,پسر,غ?رساکن,135,99,36,1390,6,06,خوزستان
1912,IR.LO,11,پسر,غ?رساکن,5,4,1,1390,15,15,لرستان
1913,IR.MK,11,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1914,IR.MN,11,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1915,IR.QM,11,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1916,IR.QZ,11,پسر,غ?رساکن,1,1,0,1390,26,26,قزوین
1917,IR.SB,11,پسر,غ?رساکن,46,16,30,1390,11,11,سیستان و بلوچستان
1918,IR.SM,11,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1919,IR.TH,11,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
1920,IR.WA,11,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1921,IR.YA,11,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
1922,IR.ZA,11,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1923,IR.AL,12,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1924,IR.AR,12,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1925,IR.BK,12,پسر,غ?رساکن,35,21,14,1390,5,05,کرمانشاه
1926,IR.BS,12,پسر,غ?رساکن,21,16,5,1390,18,18,بوشهر
1927,IR.CM,12,پسر,غ?رساکن,14,3,11,1390,14,14,چهارمحال و بختیاری
1928,IR.EA,12,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1929,IR.ES,12,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1930,IR.FA,12,پسر,غ?رساکن,97,73,24,1390,7,07,فارس
1931,IR.GI,12,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1932,IR.GO,12,پسر,غ?رساکن,7,4,3,1390,27,27,گلستان
